,tenure,PhoneService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TotalCharges_Tenure_Ratio
5529,2,1,30,2,20.05,42.7,0,21.35
5532,31,1,730,4,20.9,689.35,0,22.23709677419355
5533,21,1,30,3,95.4,2025.1,0,96.43333333333332
5534,21,1,30,1,80.35,1747.2,0,83.2
5536,9,0,30,4,34.7,296.1,1,32.900000000000006
5538,1,1,30,1,81.1,81.1,1,81.1
5539,22,1,365,2,19.95,433.5,0,19.704545454545453
5540,1,1,30,2,20.55,20.55,1,20.55
5543,14,1,30,1,78.85,1043.8,0,74.55714285714285
5545,21,1,30,3,86.55,1857.25,0,88.44047619047619
5546,4,0,30,2,42.4,146.4,0,36.6
5547,3,1,30,1,89.45,240.45,1,80.14999999999999
5549,3,1,30,1,97.9,315.3,1,105.10000000000001
5550,21,1,365,3,20.5,429.55,0,20.454761904761906
5551,20,1,30,4,19.6,356.15,0,17.807499999999997
5552,22,1,365,3,20.25,488.25,0,22.193181818181817
5553,1,1,30,2,55.7,55.7,1,55.7
5556,13,1,30,1,79.8,973.45,1,74.88076923076923
5557,5,1,30,1,80.2,384.25,0,76.85
5559,13,0,30,1,31.65,389.95,0,29.996153846153845
5561,1,1,30,1,20.65,20.65,0,20.65
5562,56,1,30,3,76.85,4275.75,0,76.35267857142857
5563,4,1,30,2,20.15,84.5,0,21.125
5564,35,1,730,2,55.25,1924.1,0,54.97428571428571
5565,18,0,30,1,39.05,669.85,1,37.21388888888889
5568,44,1,30,4,95.1,4060.55,0,92.28522727272728
5569,3,1,30,2,83.9,267.4,1,89.13333333333333
5570,37,1,30,1,95.15,3532.85,0,95.48243243243243
5573,1,1,30,1,69.85,69.85,1,69.85
5574,41,1,30,1,20.45,775.6,0,18.917073170731708
5576,1,1,30,2,53.55,53.55,1,53.55
5577,51,1,365,1,19.1,1007.8,0,19.76078431372549
5578,42,1,730,2,20.0,833.55,0,19.84642857142857
5580,48,1,365,3,19.95,1004.5,0,20.927083333333332
5582,48,1,730,4,24.0,1183.05,0,24.646874999999998
5583,26,1,30,1,84.95,2169.75,1,83.45192307692308
5584,11,1,30,3,80.5,896.9,1,81.53636363636363
5585,1,1,30,2,19.3,19.3,1,19.3
5586,27,1,365,2,19.15,501.35,0,18.56851851851852
5587,46,1,365,3,91.3,4126.35,0,89.70326086956523
5588,1,1,30,2,49.65,49.65,1,49.65
5589,46,1,730,4,54.35,2460.15,1,53.481521739130436
5590,25,1,30,2,19.15,477.6,0,19.104
5591,4,1,30,1,88.45,370.65,1,92.6625
5592,13,1,730,2,19.75,265.75,0,20.442307692307693
5593,31,1,365,4,75.5,2424.45,0,78.20806451612903
5594,23,1,30,1,83.75,1849.95,0,80.43260869565218
5595,2,1,30,2,19.4,61.05,0,30.525
5597,22,1,30,3,90.5,1910.6,1,86.84545454545454
5598,55,1,365,4,19.15,998.1,0,18.14727272727273
5599,9,1,30,2,94.85,890.6,1,98.95555555555556
5600,7,1,30,3,69.95,529.5,1,75.64285714285714
5601,35,0,365,2,40.9,1383.6,0,39.53142857142857
5602,6,1,730,2,80.25,493.4,0,82.23333333333333
5603,1,1,30,4,48.6,48.6,1,48.6
5604,17,1,30,1,70.8,1207.0,0,71.0
5605,10,1,30,2,60.2,563.5,0,56.35
5606,15,1,365,4,55.2,864.55,0,57.63666666666666
5607,40,0,30,1,55.8,2109.35,1,52.73375
5608,13,1,365,3,54.15,701.05,0,53.926923076923075
5609,29,1,30,3,80.15,2265.25,1,78.11206896551724
5610,3,1,30,1,75.5,220.6,1,73.53333333333333
5612,45,1,365,4,62.55,2796.45,0,62.14333333333333
5615,1,1,30,3,20.2,20.2,1,20.2
5616,38,1,30,1,54.5,2076.05,0,54.63289473684211
5617,2,1,30,2,20.75,44.2,0,22.1
5618,11,1,30,2,20.35,215.25,0,19.568181818181817
5619,20,1,365,3,91.0,1859.5,0,92.975
5621,3,1,30,4,74.75,229.5,1,76.5
5623,40,1,30,1,51.1,2092.9,0,52.322500000000005
5625,22,1,30,1,20.55,469.85,0,21.356818181818184
5626,11,1,30,3,64.05,733.95,0,66.72272727272728
5627,7,1,30,1,74.85,485.25,0,69.32142857142857
5628,13,1,30,1,96.65,1244.5,1,95.73076923076923
5629,1,1,30,2,20.05,20.05,1,20.05
5631,3,0,30,2,25.0,78.25,0,26.083333333333332
5632,58,1,730,4,20.3,1131.5,0,19.50862068965517
5633,6,1,30,2,26.35,184.05,0,30.675
5634,1,1,30,1,19.9,19.9,1,19.9
5635,22,1,30,2,54.7,1178.75,0,53.57954545454545
5636,14,0,30,1,46.35,667.7,1,47.69285714285714
5638,1,1,30,1,19.95,19.95,1,19.95
5639,6,1,30,2,20.65,109.3,0,18.216666666666665
5640,1,1,30,1,79.6,79.6,1,79.6
5641,39,1,365,3,25.45,958.45,0,24.575641025641026
5642,20,1,365,2,19.5,403.15,0,20.1575
5643,1,1,30,1,75.9,75.9,1,75.9
5644,1,1,30,1,76.2,76.2,1,76.2
5646,1,1,30,2,19.25,19.25,1,19.25
5647,46,1,30,4,69.1,3168.0,0,68.8695652173913
5648,28,0,365,1,39.1,1096.6,0,39.16428571428571
5649,33,1,30,2,20.05,669.45,0,20.28636363636364
5650,39,1,365,1,59.8,2343.85,0,60.09871794871795
5651,42,1,30,1,84.3,3588.4,1,85.43809523809524
5652,1,1,30,1,48.6,48.6,0,48.6
5653,7,1,30,1,79.0,522.95,1,74.70714285714287
5656,1,1,30,1,49.75,49.75,0,49.75
5657,18,1,30,1,94.75,1691.9,0,93.99444444444445
5658,24,1,30,1,93.0,2248.05,0,93.66875
5660,44,1,365,2,77.55,3471.1,0,78.88863636363637
5661,4,1,30,1,19.85,63.0,0,15.75
5662,1,1,30,1,70.25,70.25,1,70.25
5663,37,1,30,1,95.25,3314.15,0,89.57162162162163
5664,10,1,30,4,84.6,865.55,1,86.55499999999999
5665,34,0,30,3,25.05,852.7,0,25.079411764705885
5666,35,0,365,4,53.15,1930.9,0,55.16857142857143
5667,4,1,30,1,20.15,91.4,0,22.85
5670,17,1,30,2,24.1,409.9,1,24.11176470588235
5671,61,1,730,3,25.3,1554.9,0,25.49016393442623
5672,49,1,365,1,71.8,3472.05,0,70.85816326530613
5673,4,1,365,2,19.7,117.8,0,29.45
5675,3,1,30,2,69.6,207.4,0,69.13333333333334
5676,1,1,30,1,19.75,19.75,0,19.75
5677,40,1,365,1,80.8,3132.75,0,78.31875
5678,1,1,30,1,60.0,60.0,1,60.0
5679,8,1,30,1,86.55,649.65,1,81.20625
5680,1,1,30,2,20.85,20.85,1,20.85
5681,34,1,365,3,64.2,2106.3,0,61.95
5682,1,0,30,1,35.0,35.0,0,35.0
5683,39,0,30,1,50.75,2011.4,1,51.57435897435898
5685,45,1,730,1,19.2,903.7,0,20.082222222222224
5686,6,1,30,3,85.15,503.6,1,83.93333333333334
5687,43,1,365,4,90.65,3882.3,0,90.28604651162792
5688,41,1,730,2,20.0,879.8,0,21.458536585365852
5689,5,1,30,1,74.65,383.65,0,76.72999999999999
5691,4,1,365,2,19.95,68.2,0,17.05
5692,9,1,30,2,54.8,452.8,0,50.31111111111111
5694,33,1,365,2,51.45,1758.9,0,53.300000000000004
5696,22,1,30,1,54.2,1152.7,1,52.39545454545455
5699,15,1,30,1,85.3,1219.85,0,81.32333333333332
5700,29,1,30,1,79.3,2414.55,0,83.26034482758621
5701,15,1,30,3,76.5,1155.6,0,77.03999999999999
5704,19,1,30,1,86.85,1564.4,0,82.33684210526316
5705,1,1,30,2,19.65,19.65,0,19.65
5706,1,1,30,1,75.7,75.7,1,75.7
5707,2,1,30,1,45.55,84.4,0,42.2
5708,11,1,30,4,78.1,864.85,0,78.62272727272727
5709,12,1,365,2,19.3,228.75,0,19.0625
5711,20,1,30,1,90.8,1951.0,1,97.55
5712,23,1,30,3,20.3,470.6,0,20.460869565217394
5713,49,1,730,4,81.35,4060.9,0,82.87551020408164
5714,4,1,30,1,97.95,384.5,1,96.125
5716,2,1,30,1,55.3,108.65,0,54.325
5718,6,1,30,4,80.5,463.05,1,77.175
5719,24,1,730,2,19.7,494.05,0,20.585416666666667
5721,27,1,730,3,52.85,1498.65,0,55.50555555555556
5724,1,1,30,2,71.35,71.35,1,71.35
5725,18,1,730,4,24.65,471.35,0,26.186111111111114
5726,47,1,730,3,21.3,1041.8,0,22.16595744680851
5728,13,1,30,1,89.4,1132.35,1,87.10384615384615
5729,36,1,30,4,51.05,1815.0,0,50.416666666666664
5731,10,1,30,2,19.9,199.45,0,19.945
5732,19,1,30,1,87.3,1637.3,0,86.17368421052632
5735,48,1,730,2,20.0,935.9,0,19.497916666666665
5736,1,1,30,2,20.05,20.05,0,20.05
5737,18,1,30,1,83.25,1611.15,0,89.50833333333334
5738,1,1,30,2,20.6,20.6,1,20.6
5743,38,1,730,2,20.2,735.9,0,19.36578947368421
5744,40,1,365,1,55.8,2283.3,0,57.0825
5745,61,1,730,2,24.2,1445.2,0,23.691803278688525
5746,10,1,30,4,81.0,818.05,1,81.80499999999999
5747,32,1,365,4,72.8,2333.05,0,72.9078125
5750,13,1,30,1,70.15,916.75,1,70.51923076923077
5751,47,1,730,4,20.25,1029.8,0,21.91063829787234
5753,2,1,30,4,19.9,33.7,0,16.85
5754,22,1,30,3,19.05,454.05,0,20.638636363636365
5755,15,1,30,1,96.5,1392.25,0,92.81666666666666
5756,53,1,730,4,19.85,1049.6,0,19.80377358490566
5757,28,1,30,2,25.7,734.6,0,26.235714285714288
5758,22,1,365,2,20.3,475.1,0,21.595454545454547
5759,1,1,30,2,70.15,70.15,1,70.15
5760,16,1,30,1,91.55,1540.05,0,96.253125
5761,48,0,730,2,39.4,1978.65,0,41.221875000000004
5763,3,1,30,1,70.25,229.7,0,76.56666666666666
5766,23,1,365,3,60.0,1347.15,0,58.571739130434786
5768,44,1,365,3,90.65,3974.15,0,90.32159090909092
5770,37,1,365,4,68.1,2479.25,0,67.00675675675676
5771,12,1,30,2,20.4,266.6,0,22.21666666666667
5773,35,1,30,1,60.55,1982.6,0,56.645714285714284
5774,5,1,30,3,65.6,339.9,0,67.97999999999999
5778,1,1,30,4,20.3,20.3,0,20.3
5779,39,1,365,1,95.55,3692.85,1,94.68846153846154
5780,53,1,365,4,20.2,1068.15,0,20.15377358490566
5781,27,1,30,1,89.2,2383.6,0,88.28148148148148
5782,1,1,30,1,69.65,69.65,1,69.65
5783,1,1,30,1,89.3,89.3,1,89.3
5784,18,1,30,1,74.8,1438.05,0,79.89166666666667
5785,46,1,730,2,20.2,917.45,0,19.944565217391304
5787,36,1,30,1,87.55,3078.1,1,85.50277777777778
5788,4,0,30,1,25.15,99.95,0,24.9875
5789,25,1,730,4,19.8,475.2,0,19.008
5790,40,0,30,1,50.85,2036.55,0,50.91375
5792,15,1,30,2,96.3,1426.75,1,95.11666666666666
5793,14,1,30,4,55.5,767.55,0,54.824999999999996
5796,47,0,730,4,60.0,2768.65,0,58.90744680851064
5797,19,1,30,4,88.8,1672.35,0,88.01842105263158
5798,5,1,30,1,85.2,474.8,1,94.96000000000001
5799,13,0,30,1,35.1,446.1,1,34.315384615384616
5800,17,1,30,3,80.05,1345.65,0,79.15588235294118
5801,34,1,30,1,75.55,2425.4,0,71.33529411764707
5802,42,1,30,1,49.55,2077.95,0,49.474999999999994
5803,5,1,30,1,81.3,416.3,1,83.26
5805,19,1,30,3,66.4,1286.05,0,67.68684210526315
5806,2,1,30,1,19.6,35.85,1,17.925
5807,57,1,730,4,18.8,1094.35,0,19.19912280701754
5809,6,1,30,2,85.95,514.6,0,85.76666666666667
5810,17,1,30,1,85.45,1451.6,1,85.38823529411764
5812,1,1,30,1,71.0,71.0,1,71.0
5814,16,1,30,4,20.6,330.25,0,20.640625
5815,9,1,30,1,85.05,746.5,1,82.94444444444444
5816,3,1,30,1,44.6,122.7,0,40.9
5817,1,1,30,1,44.4,44.4,1,44.4
5820,60,1,365,2,59.8,3561.15,0,59.3525
5822,35,1,30,1,70.55,2419.0,0,69.11428571428571
5823,22,1,30,2,20.05,470.2,0,21.37272727272727
5825,1,1,30,1,70.3,70.3,1,70.3
5826,1,1,30,3,79.35,79.35,1,79.35
5827,34,1,30,4,90.05,3097.0,0,91.08823529411765
5829,31,0,365,1,59.95,1848.8,0,59.63870967741936
5830,30,1,365,3,25.35,723.3,0,24.11
5831,9,1,30,3,90.8,809.75,1,89.97222222222223
5832,20,1,30,1,70.45,1470.95,1,73.5475
5833,19,0,30,4,34.3,577.15,0,30.376315789473683
5835,30,1,730,2,19.3,602.9,0,20.096666666666668
5836,6,1,365,2,19.15,124.4,0,20.733333333333334
5837,2,0,30,1,51.4,96.8,0,48.4
5838,53,1,30,1,71.85,3827.9,0,72.22452830188679
5839,7,1,30,1,75.4,533.05,0,76.14999999999999
5840,61,1,365,3,49.7,2961.4,0,48.54754098360656
5842,13,1,30,1,78.75,995.35,0,76.56538461538462
5843,35,1,365,3,81.6,2815.25,0,80.43571428571428
5844,2,1,30,4,70.4,154.8,0,77.4
5845,3,1,30,1,75.8,246.3,1,82.10000000000001
5846,3,1,30,1,76.1,257.6,0,85.86666666666667
5850,20,1,30,4,71.3,1389.2,1,69.46000000000001
5852,21,1,30,1,69.1,1474.75,1,70.22619047619048
5854,15,1,30,2,48.8,720.1,0,48.00666666666667
5855,55,1,30,4,50.55,2832.75,0,51.50454545454546
5856,11,1,30,2,44.65,472.25,0,42.93181818181818
5857,17,1,30,1,88.25,1460.65,1,85.92058823529412
5858,61,1,365,3,19.45,1336.35,0,21.907377049180326
5860,2,1,30,3,70.0,153.05,1,76.525
5861,35,1,730,2,19.25,677.9,0,19.36857142857143
5862,17,1,30,3,70.5,1165.6,0,68.56470588235294
5863,21,1,30,1,97.35,2119.5,1,100.92857142857143
5864,47,1,730,3,19.65,921.55,0,19.607446808510637
5865,3,1,30,2,20.85,72.0,0,24.0
5866,3,1,30,2,19.65,68.35,0,22.78333333333333
5867,44,1,730,4,19.35,847.25,0,19.255681818181817
5868,1,1,30,2,44.0,44.0,0,44.0
5869,44,1,365,1,94.4,4295.35,0,97.62159090909091
5870,5,1,30,3,25.9,135.0,1,27.0
5871,24,1,30,3,55.65,1400.55,1,58.356249999999996
5872,1,1,30,1,69.65,69.65,1,69.65
5873,18,1,30,1,75.4,1380.4,0,76.6888888888889
5876,1,1,30,1,86.0,86.0,1,86.0
5878,3,1,365,2,21.2,52.05,0,17.349999999999998
5879,33,1,730,2,61.05,2018.4,0,61.163636363636364
5880,3,0,30,1,29.6,79.45,1,26.483333333333334
5881,34,1,365,3,79.95,2727.3,0,80.21470588235294
5882,14,1,730,2,19.7,263.65,0,18.832142857142856
5883,13,1,30,2,20.3,275.4,0,21.184615384615384
5884,46,0,365,3,59.9,2816.65,1,61.231521739130436
5885,23,1,365,2,24.35,538.5,0,23.41304347826087
5886,47,1,730,2,19.75,948.9,0,20.18936170212766
5887,17,1,30,2,50.3,846.8,0,49.811764705882354
5889,59,0,30,1,50.25,2997.45,0,50.80423728813559
5891,11,0,365,1,41.6,470.6,1,42.78181818181818
5892,10,1,30,2,51.65,524.5,0,52.45
5893,12,1,730,3,24.0,269.65,0,22.47083333333333
5895,39,1,30,2,59.85,2341.5,0,60.03846153846154
5898,33,1,365,4,24.15,800.3,0,24.25151515151515
5900,37,0,30,3,40.2,1448.8,1,39.15675675675676
5901,49,1,30,1,84.5,4254.85,1,86.83367346938776
5902,9,1,30,2,50.85,466.6,0,51.84444444444445
5905,1,1,30,1,85.0,85.0,0,85.0
5906,14,1,30,1,78.95,1101.85,1,78.70357142857142
5907,1,1,30,2,44.3,44.3,0,44.3
5908,1,1,30,2,20.2,20.2,1,20.2
5909,52,1,365,2,80.2,4297.6,0,82.64615384615385
5910,6,1,30,2,60.9,414.1,0,69.01666666666667
5911,7,0,30,2,34.2,256.6,0,36.65714285714286
5912,47,1,30,3,85.2,3969.35,1,84.45425531914893
5913,26,1,365,4,87.15,2274.1,0,87.46538461538461
5914,25,1,30,1,54.3,1296.8,0,51.872
5917,4,1,30,2,19.95,59.25,0,14.8125
5918,59,1,730,2,19.5,1147.85,0,19.45508474576271
5920,26,1,30,1,78.8,2006.1,0,77.1576923076923
5921,27,1,365,2,78.2,2078.95,0,76.99814814814815
5923,6,1,30,1,89.25,487.05,0,81.175
5925,20,1,365,1,68.7,1416.2,0,70.81
5926,6,1,30,4,78.65,483.3,0,80.55
5927,51,1,730,2,24.75,1234.6,0,24.2078431372549
5928,61,1,730,4,19.75,1311.6,0,21.501639344262294
5931,13,1,30,1,98.0,1237.85,1,95.21923076923076
5932,5,1,30,1,94.45,498.1,1,99.62
5934,26,1,30,1,93.85,2381.55,1,91.59807692307693
5935,13,1,30,1,59.9,788.35,0,60.642307692307696
5936,38,1,730,2,19.95,756.4,0,19.905263157894737
5937,8,1,30,1,84.0,613.4,1,76.675
5939,18,0,30,2,33.6,550.35,0,30.575000000000003
5941,36,0,30,3,34.85,1267.2,0,35.2
5942,9,0,30,1,48.75,442.2,1,49.13333333333333
5943,1,1,30,1,84.85,84.85,1,84.85
5944,12,1,30,2,56.65,654.85,1,54.57083333333333
5946,42,1,365,4,73.9,3160.55,1,75.25119047619049
5947,33,1,730,2,24.5,740.3,1,22.433333333333334
5950,1,0,30,1,24.7,24.7,0,24.7
5952,4,1,30,2,25.45,84.2,0,21.05
5953,1,1,30,2,50.7,50.7,0,50.7
5954,20,0,30,4,55.0,1165.55,0,58.277499999999996
5956,31,1,30,1,89.9,2806.9,1,90.54516129032258
5957,18,1,30,1,78.55,1422.65,1,79.03611111111111
5958,11,1,30,3,55.05,608.15,0,55.28636363636363
5959,33,1,730,4,19.8,641.35,0,19.434848484848487
5961,1,0,30,2,35.9,35.9,0,35.9
5962,16,1,30,3,80.75,1321.3,0,82.58125
5963,22,1,365,2,78.65,1663.75,0,75.625
5964,49,1,30,3,61.75,3024.15,0,61.71734693877551
5965,36,1,365,4,63.7,2188.5,0,60.791666666666664
5967,4,0,30,3,25.2,102.5,1,25.625
5968,12,1,365,2,74.05,872.65,1,72.72083333333333
5969,31,1,30,1,87.6,2724.25,0,87.87903225806451
5970,5,1,30,1,89.15,413.25,0,82.65
5972,15,1,30,4,55.0,757.1,1,50.473333333333336
5974,10,1,30,4,20.05,218.5,0,21.85
5975,7,1,30,1,89.75,608.8,1,86.97142857142856
5976,29,0,30,1,34.3,1004.75,0,34.64655172413793
5977,57,1,730,3,20.65,1125.6,0,19.74736842105263
5978,46,1,30,2,84.25,3847.6,0,83.64347826086956
5979,53,1,730,3,19.65,978.0,0,18.452830188679247
5980,17,1,365,4,79.85,1387.35,0,81.60882352941177
5981,38,1,730,2,20.2,746.05,0,19.632894736842104
5982,15,1,365,2,19.8,304.6,0,20.30666666666667
5983,22,0,30,1,50.35,1098.85,0,49.94772727272727
5984,14,1,30,1,85.15,1139.2,1,81.37142857142858
5986,11,1,30,4,79.15,827.7,0,75.24545454545455
5987,1,1,730,2,20.35,20.35,0,20.35
5988,12,1,730,3,21.05,262.05,0,21.837500000000002
5989,3,1,30,1,94.6,279.55,1,93.18333333333334
5990,36,1,30,1,94.7,3512.5,0,97.56944444444444
5991,16,1,30,1,94.25,1483.25,1,92.703125
5993,2,1,30,1,74.95,151.75,0,75.875
5997,6,1,30,1,89.75,552.65,0,92.10833333333333
5998,48,1,730,2,20.05,1036.0,0,21.583333333333332
6000,52,1,365,4,19.65,928.4,0,17.853846153846153
6001,1,0,30,2,24.9,24.9,0,24.9
6002,6,1,30,1,82.85,460.25,1,76.70833333333333
6006,23,0,30,3,30.35,678.75,0,29.51086956521739
6007,39,0,365,3,54.85,2191.7,0,56.197435897435895
6008,15,1,365,2,19.5,239.75,0,15.983333333333333
6010,24,1,730,2,24.2,609.05,0,25.37708333333333
6011,37,1,30,1,19.35,683.75,0,18.47972972972973
6012,5,1,30,1,83.6,404.2,1,80.84
6015,3,1,30,1,74.55,233.65,0,77.88333333333334
6017,5,1,30,1,56.15,291.45,0,58.29
6018,33,1,730,2,20.35,689.75,0,20.901515151515152
6019,41,1,365,1,80.55,3263.9,0,79.60731707317073
6020,34,0,365,2,61.25,1993.2,0,58.62352941176471
6021,13,1,30,2,20.45,254.5,0,19.576923076923077
6022,20,1,30,4,18.9,347.65,0,17.3825
6023,51,1,730,4,19.6,967.9,0,18.978431372549018
6024,3,1,30,4,91.5,242.95,1,80.98333333333333
6025,41,1,30,3,45.2,1841.9,0,44.924390243902444
6026,13,1,30,4,19.45,232.1,0,17.853846153846153
6027,35,1,730,3,25.45,809.25,0,23.12142857142857
6028,12,1,30,3,80.85,866.45,1,72.20416666666667
6029,4,1,30,2,94.9,360.55,0,90.1375
6030,43,0,30,3,49.05,2076.2,1,48.283720930232555
6031,12,0,30,2,29.3,355.9,0,29.65833333333333
6033,25,1,30,1,88.95,2291.2,1,91.648
6034,7,1,365,2,20.25,129.15,0,18.45
6039,27,0,30,3,36.5,1032.0,1,38.22222222222222
6040,1,1,30,2,70.75,70.75,1,70.75
6041,5,1,30,2,19.95,109.6,0,21.919999999999998
6042,37,1,365,2,19.6,727.8,0,19.67027027027027
6043,3,0,30,2,40.15,130.75,1,43.583333333333336
6044,12,1,30,1,76.6,893.0,0,74.41666666666667
6045,38,1,365,4,19.6,763.1,0,20.08157894736842
6046,9,1,30,4,85.3,781.4,0,86.82222222222222
6047,13,1,30,1,65.85,902.25,0,69.40384615384616
6048,29,1,30,1,94.45,2653.65,1,91.5051724137931
6049,47,1,730,4,20.05,1016.7,0,21.631914893617022
6051,16,1,30,2,20.0,275.7,0,17.23125
6052,41,1,730,1,78.45,3126.45,0,76.25487804878048
6053,43,1,730,1,25.1,1070.15,0,24.887209302325584
6054,36,1,30,3,97.35,3457.9,1,96.05277777777778
6055,6,1,30,1,55.0,340.4,0,56.73333333333333
6056,58,1,365,4,71.1,4299.2,0,74.12413793103448
6057,19,1,30,4,61.55,1093.2,0,57.53684210526316
6058,11,1,30,3,45.9,521.9,0,47.445454545454545
6059,39,0,365,3,40.3,1630.4,0,41.805128205128206
6060,8,1,30,1,87.1,713.6,0,89.2
6061,26,1,30,2,49.5,1265.65,0,48.67884615384616
6062,53,1,30,4,73.8,4003.85,0,75.5443396226415
6064,1,0,30,2,45.3,45.3,1,45.3
6065,59,1,730,2,25.0,1510.5,0,25.60169491525424
6066,2,1,30,1,94.95,178.1,1,89.05
6067,7,0,365,2,35.3,264.8,0,37.82857142857143
6068,12,1,30,1,44.55,480.6,1,40.050000000000004
6072,13,1,30,2,18.8,251.25,0,19.326923076923077
6074,1,0,30,1,23.45,23.45,1,23.45
6075,10,1,365,2,64.9,685.55,0,68.55499999999999
6079,25,1,30,1,54.1,1373.0,0,54.92
6080,1,0,30,2,29.7,29.7,1,29.7
6081,1,1,30,4,49.8,49.8,0,49.8
6084,36,1,30,3,95.0,3440.25,0,95.5625
6085,3,1,30,2,50.65,151.3,1,50.43333333333334
6086,61,1,730,2,69.9,4226.7,0,69.29016393442623
6087,26,0,365,3,39.95,1023.75,0,39.375
6088,1,1,30,1,55.4,55.4,1,55.4
6089,1,1,30,1,90.6,90.6,1,90.6
6091,2,1,30,2,86.85,156.35,1,78.175
6094,57,1,730,4,20.55,1252.85,0,21.979824561403507
6095,4,1,30,2,19.65,67.55,0,16.8875
6096,1,1,30,1,70.2,70.2,0,70.2
6098,21,1,365,3,75.9,1549.75,0,73.79761904761905
6103,16,1,30,4,19.75,294.9,0,18.43125
6104,4,1,365,1,23.9,97.5,0,24.375
6106,2,1,30,2,55.1,113.35,1,56.675
6107,1,1,30,2,19.95,19.95,0,19.95
6108,18,0,30,2,25.15,476.8,0,26.48888888888889
6109,2,1,30,2,54.15,101.65,0,50.825
6110,19,1,30,2,59.8,1130.85,0,59.518421052631574
6111,40,1,30,3,83.85,3532.25,0,88.30625
6113,21,1,30,2,75.3,1570.7,0,74.79523809523809
6114,8,1,30,1,66.65,520.95,0,65.11875
6116,48,1,365,3,73.85,3581.4,0,74.6125
6119,14,1,365,4,51.45,727.85,0,51.989285714285714
6120,6,1,30,1,59.45,357.6,0,59.6
6121,8,1,730,3,19.5,159.35,0,19.91875
6122,17,1,365,2,19.55,280.85,0,16.52058823529412
6124,57,1,365,2,59.3,3274.35,0,57.444736842105264
6126,19,1,30,4,95.9,1777.9,1,93.57368421052632
6128,14,1,30,1,78.1,1122.4,0,80.17142857142858
6129,52,0,30,1,39.9,2020.9,0,38.86346153846154
6130,58,1,730,4,64.9,3795.45,0,65.43879310344828
6133,2,0,30,4,24.9,49.7,0,24.85
6134,6,1,30,4,44.7,276.5,0,46.083333333333336
6136,46,1,730,3,20.25,890.35,0,19.355434782608697
6137,5,1,30,4,53.85,259.8,1,51.96
6139,3,1,30,3,20.2,50.6,0,16.866666666666667
6140,3,1,30,2,19.95,58.0,0,19.333333333333332
6142,42,1,30,1,50.25,2203.65,1,52.46785714285714
6143,50,1,365,2,20.35,938.95,0,18.779
6144,23,1,30,1,90.0,2024.1,0,88.00434782608696
6149,1,0,365,2,25.85,25.85,0,25.85
6150,32,1,30,1,91.05,2871.5,0,89.734375
6151,9,1,30,1,71.0,672.55,1,74.72777777777777
6152,16,1,30,4,93.2,1573.7,1,98.35625
6153,60,1,730,3,20.95,1270.55,0,21.175833333333333
6155,5,1,30,2,19.35,126.05,1,25.21
6156,26,1,30,4,85.8,2193.65,0,84.37115384615385
6157,3,1,30,2,19.85,64.55,1,21.516666666666666
6158,2,1,30,1,19.65,31.2,0,15.6
6159,2,1,365,3,20.5,38.25,0,19.125
6160,36,1,365,4,89.65,3348.1,0,93.00277777777778
6161,7,1,30,2,74.35,533.6,0,76.22857142857143
6162,60,0,730,4,49.45,2907.55,0,48.45916666666667
6163,19,1,30,1,89.1,1620.8,0,85.30526315789473
6164,45,1,730,4,75.15,3480.35,0,77.3411111111111
6165,4,1,30,1,70.65,293.85,0,73.4625
6167,47,1,30,1,90.05,4137.2,0,88.02553191489362
6168,1,1,30,1,79.25,79.25,1,79.25
6169,1,1,30,3,44.9,44.9,1,44.9
6170,1,1,30,4,19.4,19.4,0,19.4
6172,10,1,30,1,70.1,659.65,1,65.965
6173,35,1,30,4,91.0,3180.5,0,90.87142857142857
6174,4,0,30,1,29.65,118.5,1,29.625
6175,32,1,365,1,90.8,3023.85,0,94.4953125
6176,43,1,30,1,77.85,3365.85,1,78.27558139534884
6177,4,1,30,1,54.3,195.3,1,48.825
6178,54,1,730,2,18.95,1031.1,0,19.09444444444444
6179,11,1,30,3,95.15,997.65,1,90.69545454545454
6183,44,0,365,1,54.3,2317.1,0,52.66136363636363
6184,41,1,30,3,55.7,2237.55,0,54.57439024390244
6187,8,1,730,2,20.15,165.5,0,20.6875
6188,18,1,30,2,20.05,358.5,0,19.916666666666668
6190,1,1,30,1,80.5,80.5,1,80.5
6191,42,1,30,1,55.65,2421.75,0,57.660714285714285
6192,18,1,30,1,74.7,1294.6,0,71.92222222222222
6195,4,1,30,3,72.2,305.55,1,76.3875
6197,17,1,30,2,51.5,900.5,1,52.970588235294116
6198,25,1,730,4,25.5,630.6,0,25.224
6199,43,1,30,2,89.55,3856.75,1,89.69186046511628
6200,59,1,730,4,19.5,1222.65,0,20.722881355932206
6201,5,1,30,1,80.7,374.8,0,74.96000000000001
6202,21,1,365,2,77.5,1625.0,1,77.38095238095238
6204,13,0,30,3,25.15,331.85,0,25.52692307692308
6205,42,1,30,3,95.25,3959.35,1,94.2702380952381
6207,46,1,30,1,85.0,3969.4,1,86.29130434782608
6209,29,0,365,2,24.85,788.05,0,27.17413793103448
6210,25,1,365,4,54.75,1266.35,0,50.653999999999996
6211,5,1,30,1,85.75,470.95,1,94.19
6212,15,0,365,1,50.75,688.2,0,45.88
6213,19,1,730,2,20.15,387.7,0,20.405263157894737
